gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3948248006	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0089	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Tetragonula			GENUS	Tetragonula Moure, 1961	Tetragonula (Tetragonula)		TH	Mae Wong National Park	Kamphaeng Phet	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.040417	99.2331			301.0				2007-09-03/2007-09-10		9	2007	1344522		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		W. Srilopean			2025-07-05T03:49:40.550Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948248005	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0088	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Tetragonula			GENUS	Tetragonula Moure, 1961	Tetragonula (Tetragonula)		TH	Mae Wong National Park	Kamphaeng Phet	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.040417	99.2331			301.0				2007-09-03/2007-09-10		9	2007	1344522		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		W. Srilopean			2025-07-05T03:49:40.550Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948248004	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0087	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Tetragonula			GENUS	Tetragonula Moure, 1961	Tetragonula (Tetragonula)		TH	Mae Wong National Park	Kamphaeng Phet	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.040417	99.2331			301.0				2007-09-03/2007-09-10		9	2007	1344522		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		W. Srilopean			2025-07-05T03:49:40.550Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948248003	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0086	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Tetragonula			GENUS	Tetragonula Moure, 1961	Tetragonula (Tetragonula)		TH	Mae Wong National Park	Kamphaeng Phet	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.040417	99.2331			301.0				2007-09-03/2007-09-10		9	2007	1344522		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		W. Srilopean			2025-07-05T03:49:40.550Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948248002	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0085	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Tetragonula			GENUS	Tetragonula Moure, 1961	Tetragonula (Tetragonula)		TH	Mae Wong National Park	Kamphaeng Phet	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.040417	99.2331			301.0				2007-09-03/2007-09-10		9	2007	1344522		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		W. Srilopean			2025-07-05T03:49:40.550Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948248001	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0084	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Tetragonula			GENUS	Tetragonula Moure, 1961	Tetragonula (Tetragonula)		TH	Mae Wong National Park	Kamphaeng Phet	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.040417	99.2331			301.0				2007-09-03/2007-09-10		9	2007	1344522		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		W. Srilopean			2025-07-05T03:49:40.550Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948248000	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0083	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Tetragonula			GENUS	Tetragonula Moure, 1961	Tetragonula (Tetragonula)		TH	Mae Wong National Park	Kamphaeng Phet	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.040417	99.2331			301.0				2007-09-03/2007-09-10		9	2007	1344522		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		W. Srilopean			2025-07-05T03:49:40.550Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247999	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0082	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Tetragonula			GENUS	Tetragonula Moure, 1961	Tetragonula (Tetragonula)		TH	Mae Wong National Park	Kamphaeng Phet	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.040417	99.2331			301.0				2007-09-03/2007-09-10		9	2007	1344522		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		W. Srilopean			2025-07-05T03:49:40.549Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247998	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0081	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Thung Salaeng Luang National Park	Phitsanulok	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.838667	100.863167			507.0				2007-02-03/2007-02-11		2	2007	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		Pongpitak			2025-07-05T03:49:40.549Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247997	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0080	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Thung Salaeng Luang National Park	Phitsanulok	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.838667	100.863167			507.0				2007-02-03/2007-02-11		2	2007	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		Pongpitak			2025-07-05T03:49:40.549Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247996	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AB-8270	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849									2008-07-20/2008-07-27		7	2008	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-08)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.285Z	StillImage	COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247995	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AB-8271	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849									2008-07-20/2008-07-27		7	2008	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-08)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.285Z	StillImage	COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247994	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AB-8272	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849									2008-07-20/2008-07-27		7	2008	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-08)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.285Z	StillImage	COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247993	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AB-8273	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849									2008-07-20/2008-07-27		7	2008	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-08)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.285Z	StillImage	COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247992	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AB-8274	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849									2008-07-20/2008-07-27		7	2008	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-08)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.285Z	StillImage	COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247991	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AB-8275	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849									2008-07-20/2008-07-27		7	2008	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-08)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.285Z	StillImage	COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247990	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AB-8276	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849									2008-07-20/2008-07-27		7	2008	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-08)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.285Z	StillImage	COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247989	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AB-8277	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849									2008-07-20/2008-07-27		7	2008	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-08)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.285Z	StillImage	COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247988	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AB-8278	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849									2008-07-20/2008-07-27		7	2008	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-08)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.285Z	StillImage	COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247987	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AB-8279	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849									2008-07-20/2008-07-27		7	2008	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-08)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.285Z	StillImage	COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247986	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0099	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Austronomia			GENUS	Austronomia Michener, 1965	Lipotriches (Austronomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	12.267183	99.943667			1.0				2009-06-30/2009-07-07			2009	1352048		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.549Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247985	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0098	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Austronomia			GENUS	Austronomia Michener, 1965	Lipotriches (Austronomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	12.267183	99.943667			1.0				2009-06-30/2009-07-07			2009	1352048		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.549Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247984	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0097	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Austronomia			GENUS	Austronomia Michener, 1965	Lipotriches (Austronomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	12.267183	99.943667			1.0				2009-06-30/2009-07-07			2009	1352048		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.549Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247983	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0096	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Nomia	Nomia iridescens		SPECIES	Nomia iridescens Smith, 1853	Nomia (Acunomia) iridescens (Smith, 1857)	(Smith, 1857)	TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	12.267183	99.943667			1.0				2009-06-30/2009-07-07			2009	5042232	5042232	PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.549Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247982	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0095	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Tetragonula			GENUS	Tetragonula Moure, 1961	Tetragonula (Tetragonula)		TH	Mae Wong National Park	Kamphaeng Phet	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.040417	99.2331			301.0				2007-09-03/2007-09-10		9	2007	1344522		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		W. Srilopean			2025-07-05T03:49:40.549Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247981	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0094	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Tetragonula			GENUS	Tetragonula Moure, 1961	Tetragonula (Tetragonula)		TH	Mae Wong National Park	Kamphaeng Phet	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.040417	99.2331			301.0				2007-09-03/2007-09-10		9	2007	1344522		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		W. Srilopean			2025-07-05T03:49:40.548Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247980	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0093	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Tetragonula			GENUS	Tetragonula Moure, 1961	Tetragonula (Tetragonula)		TH	Mae Wong National Park	Kamphaeng Phet	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.040417	99.2331			301.0				2007-09-03/2007-09-10		9	2007	1344522		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		W. Srilopean			2025-07-05T03:49:40.548Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247979	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0092	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Tetragonula			GENUS	Tetragonula Moure, 1961	Tetragonula (Tetragonula)		TH	Mae Wong National Park	Kamphaeng Phet	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.040417	99.2331			301.0				2007-09-03/2007-09-10		9	2007	1344522		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		W. Srilopean			2025-07-05T03:49:40.548Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247978	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AB-8280	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849									2008-07-20/2008-07-27		7	2008	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-08)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.285Z	StillImage	COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247977	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0091	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Tetragonula			GENUS	Tetragonula Moure, 1961	Tetragonula (Tetragonula)		TH	Mae Wong National Park	Kamphaeng Phet	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.040417	99.2331			301.0				2007-09-03/2007-09-10		9	2007	1344522		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		W. Srilopean			2025-07-05T03:49:40.548Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247976	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AC-0090	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Tetragonula			GENUS	Tetragonula Moure, 1961	Tetragonula (Tetragonula)		TH	Mae Wong National Park	Kamphaeng Phet	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849	16.040417	99.2331			301.0				2007-09-03/2007-09-10		9	2007	1344522		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-10)		CC_BY_NC_4_0		W. Srilopean			2025-07-05T03:49:40.548Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247975	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AB-8281	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849									2008-07-20/2008-07-27		7	2008	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-08)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.285Z	StillImage	COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247974	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AB-8282	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849									2008-07-20/2008-07-27		7	2008	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-08)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.285Z	StillImage	COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247973	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AB-8283	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849									2008-07-20/2008-07-27		7	2008	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-08)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.285Z	StillImage	COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3948247972	b4320ef2-9abb-4f3c-a3b7-33120fdbb715	BSRU-AB-8284	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Ctenonomia			GENUS	Ctenonomia Cameron, 1903	Lasioglossum (Ctenonomia)		TH	Khao Sam Roi Yot National Park	Prachuab Khiri Khan	PRESENT	1	57d75cbe-04e9-4d85-ae73-03674b041849									2008-07-20/2008-07-27		7	2008	4571947		PRESERVED_SPECIMEN					P. Nalinrachatakan (2022-08)		CC_BY_NC_4_0		Yai & Amnad			2025-07-05T03:49:40.284Z	StillImage	COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
